requestString,searchInput,host,searchUrl,href,timeSpentOnPage,longitude,latitude,locale,timeSpentOnTask,timeUnit,ipAddress,operatingSystem,browserName,city,startDate,startTime,clickedUrl,deviceName,osVersion,token,questionId,questionType,other,title,videoLink,audioLink,cameraLink,imageLink,htmlLink,respId,surveyId,responseTime
,,www.google.com,,https://www.google.com/,2.229,77.7108574,12.9840764,en-US,78,seconds,null,Windows,Chrome,null,2022-07-26,2022-07-26T11:13:43.460+0000,,Windows,10,41d88096-cb5f-4c6e-9c55-485557cea494_42364_ZGUxNWFhODItYjQxYi00NzgyLWI0NmYtZDBmNDM0MzFkMDBk,42364,BEHAVIOUR_TRACKING,null,Browser screen recording,https://test.o360.online/downloads/41d88096-cb5f-4c6e-9c55-485557cea494_42364_ZGUxNWFhODItYjQxYi00NzgyLWI0NmYtZDBmNDM0MzFkMDBk/videos/26-07-2022-11:15:19:875.mp4,,,,https://test.o360.online/downloads/41d88096-cb5f-4c6e-9c55-485557cea494_42364_ZGUxNWFhODItYjQxYi00NzgyLWI0NmYtZDBmNDM0MzFkMDBk/26-07-2022-11:15:20:102.html,e05978cb-d768-4bf2-a5d5-8431dae63298,8888,2022-07-26T11:20:00.507168Z
Ama,amazon,www.google.com,,https://www.google.com/,0,null,null,null,null,null,null,Windows,Chrome,null,2022-07-26,2022-07-26T11:13:45.312+0000,null,Windows,10,41d88096-cb5f-4c6e-9c55-485557cea494_42364_ZGUxNWFhODItYjQxYi00NzgyLWI0NmYtZDBmNDM0MzFkMDBk,42364,BEHAVIOUR_TRACKING,null,Browser screen recording,https://test.o360.online/downloads/41d88096-cb5f-4c6e-9c55-485557cea494_42364_ZGUxNWFhODItYjQxYi00NzgyLWI0NmYtZDBmNDM0MzFkMDBk/videos/26-07-2022-11:15:19:875.mp4,,,,https://test.o360.online/downloads/41d88096-cb5f-4c6e-9c55-485557cea494_42364_ZGUxNWFhODItYjQxYi00NzgyLWI0NmYtZDBmNDM0MzFkMDBk/26-07-2022-11:15:20:158.html,e05978cb-d768-4bf2-a5d5-8431dae63298,8888,2022-07-26T11:20:00.510101Z
,,www.google.com,?q=amazon&source=hp&ei=Z8zfYriTC_WgiLMPvpy72Aw&iflsig=AJiK0e8AAAAAYt_adxfZkWd2J-lYM_3xcUd-hhtCj0u-&gs_ssp=eJzj4tDP1TfITc9OV2A0YHRg8GJLzE2sys8DAELoBhw&oq=Ama&gs_lcp=Cgdnd3Mtd2l6EAMYADIRCC4QgAQQsQMQgwEQxwEQ0QMyCwgAEIAEELEDEIMBMgsIABCABBCxAxCDATILCAAQgAQQsQMQgwEyCwgAEIAEELEDEIMBMg4IABCABBCxAxCDARDJAzIFCAAQkgMyBQgAEJIDMhEILhCABBCxAxCDARDHARDRAzILCAAQgAQQsQMQgwE6BQguEIAEOggILhCxAxCDAToUCC4QgAQQsQMQgwEQxwEQ0QMQ1AI6CAguEIAEELEDUABY-AJggwpoAHAAeACAAZACiAGnBpIBAzItM5gBAKABAQ&sclient=gws-wiz,https://www.google.com/search?q=amazon&source=hp&ei=Z8zfYriTC_WgiLMPvpy72Aw&iflsig=AJiK0e8AAAAAYt_adxfZkWd2J-lYM_3xcUd-hhtCj0u-&gs_ssp=eJzj4tDP1TfITc9OV2A0YHRg8GJLzE2sys8DAELoBhw&oq=Ama&gs_lcp=Cgdnd3Mtd2l6EAMYADIRCC4QgAQQsQMQgwEQxwEQ0QMyCwgAEIAEELEDEIMBMgsIABCABBCxAxCDATILCAAQgAQQsQMQgwEyCwgAEIAEELEDEIMBMg4IABCABBCxAxCDARDJAzIFCAAQkgMyBQgAEJIDMhEILhCABBCxAxCDARDHARDRAzILCAAQgAQQsQMQgwE6BQguEIAEOggILhCxAxCDAToUCC4QgAQQsQMQgwEQxwEQ0QMQ1AI6CAguEIAEELEDUABY-AJggwpoAHAAeACAAZACiAGnBpIBAzItM5gBAKABAQ&sclient=gws-wiz,2.373,null,null,null,null,null,null,Windows,Chrome,null,2022-07-26,2022-07-26T11:13:46.633+0000,https://www.google.com/,Windows,10,41d88096-cb5f-4c6e-9c55-485557cea494_42364_ZGUxNWFhODItYjQxYi00NzgyLWI0NmYtZDBmNDM0MzFkMDBk,42364,BEHAVIOUR_TRACKING,null,Browser screen recording,https://test.o360.online/downloads/41d88096-cb5f-4c6e-9c55-485557cea494_42364_ZGUxNWFhODItYjQxYi00NzgyLWI0NmYtZDBmNDM0MzFkMDBk/videos/26-07-2022-11:15:19:875.mp4,,,,https://test.o360.online/downloads/41d88096-cb5f-4c6e-9c55-485557cea494_42364_ZGUxNWFhODItYjQxYi00NzgyLWI0NmYtZDBmNDM0MzFkMDBk/26-07-2022-11:15:20:291.html,e05978cb-d768-4bf2-a5d5-8431dae63298,8888,2022-07-26T11:20:00.510633Z
,,www.amazon.com,?i=fashion&bbn=19314805011&rh=n%3A7141123011%2Cn%3A19314805011%2Cn%3A7147441011%2Cn%3A679255011&s=date-desc-rank&pd_rd_r=04557ce6-22ff-413b-b439-6fa34ce074ab&pd_rd_w=3r0L6&pd_rd_wg=O5Ns4&pf_rd_p=88bb663e-1a88-4e60-94bc-aceafebba485&pf_rd_r=9DXVX7J7ERERB6JD1GRH&ref=Topcard_QuadCat_AF_July_SND_1_Shoes,https://www.amazon.com/s?i=fashion&bbn=19314805011&rh=n%3A7141123011%2Cn%3A19314805011%2Cn%3A7147441011%2Cn%3A679255011&s=date-desc-rank&pd_rd_r=04557ce6-22ff-413b-b439-6fa34ce074ab&pd_rd_w=3r0L6&pd_rd_wg=O5Ns4&pf_rd_p=88bb663e-1a88-4e60-94bc-aceafebba485&pf_rd_r=9DXVX7J7ERERB6JD1GRH&ref=Topcard_QuadCat_AF_July_SND_1_Shoes,0.216,null,null,null,null,null,null,Windows,Chrome,null,2022-07-26,2022-07-26T11:13:55.857+0000,https://www.amazon.com/s?i=fashion&bbn=19314805011&rh=n%3A7141123011%2Cn%3A19314805011%2Cn%3A7147441011%2Cn%3A679255011&s=date-desc-rank&ref_=Topcard_QuadCat_AF_July_SND_1_Shoes&pf_rd_r=9DXVX7J7ERERB6JD1GRH&pf_rd_p=88bb663e-1a88-4e60-94bc-aceafebba485&pd_rd_r=04557ce6-22ff-413b-b439-6fa34ce074ab&pd_rd_w=3r0L6&pd_rd_wg=O5Ns4,Windows,10,41d88096-cb5f-4c6e-9c55-485557cea494_42364_ZGUxNWFhODItYjQxYi00NzgyLWI0NmYtZDBmNDM0MzFkMDBk,42364,BEHAVIOUR_TRACKING,null,Browser screen recording,https://test.o360.online/downloads/41d88096-cb5f-4c6e-9c55-485557cea494_42364_ZGUxNWFhODItYjQxYi00NzgyLWI0NmYtZDBmNDM0MzFkMDBk/videos/26-07-2022-11:15:19:875.mp4,,,,https://test.o360.online/downloads/41d88096-cb5f-4c6e-9c55-485557cea494_42364_ZGUxNWFhODItYjQxYi00NzgyLWI0NmYtZDBmNDM0MzFkMDBk/26-07-2022-11:15:20:455.html,e05978cb-d768-4bf2-a5d5-8431dae63298,8888,2022-07-26T11:20:00.511126Z
,,www.amazon.com,?pd_rd_r=04557ce6-22ff-413b-b439-6fa34ce074ab&pd_rd_w=3r0L6&pd_rd_wg=O5Ns4&pf_rd_p=88bb663e-1a88-4e60-94bc-aceafebba485&pf_rd_r=9DXVX7J7ERERB6JD1GRH&qid=1658834032&s=apparel&sr=1-2,https://www.amazon.com/Rockport-Byron-Casual-Slide-Sandal/dp/B09QCZQ735/ref=sr_1_2?pd_rd_r=04557ce6-22ff-413b-b439-6fa34ce074ab&pd_rd_w=3r0L6&pd_rd_wg=O5Ns4&pf_rd_p=88bb663e-1a88-4e60-94bc-aceafebba485&pf_rd_r=9DXVX7J7ERERB6JD1GRH&qid=1658834032&s=apparel&sr=1-2,2.034,null,null,null,null,null,null,Windows,Chrome,null,2022-07-26,2022-07-26T11:14:00.058+0000,https://www.amazon.com/Rockport-Byron-Casual-Slide-Sandal/dp/B09QCZQ735/ref=sr_1_2?pd_rd_r=04557ce6-22ff-413b-b439-6fa34ce074ab&pd_rd_w=3r0L6&pd_rd_wg=O5Ns4&pf_rd_p=88bb663e-1a88-4e60-94bc-aceafebba485&pf_rd_r=9DXVX7J7ERERB6JD1GRH&qid=1658834032&s=apparel&sr=1-2,Windows,10,41d88096-cb5f-4c6e-9c55-485557cea494_42364_ZGUxNWFhODItYjQxYi00NzgyLWI0NmYtZDBmNDM0MzFkMDBk,42364,BEHAVIOUR_TRACKING,null,Browser screen recording,https://test.o360.online/downloads/41d88096-cb5f-4c6e-9c55-485557cea494_42364_ZGUxNWFhODItYjQxYi00NzgyLWI0NmYtZDBmNDM0MzFkMDBk/videos/26-07-2022-11:15:19:875.mp4,,,,https://test.o360.online/downloads/41d88096-cb5f-4c6e-9c55-485557cea494_42364_ZGUxNWFhODItYjQxYi00NzgyLWI0NmYtZDBmNDM0MzFkMDBk/26-07-2022-11:15:20:597.html,e05978cb-d768-4bf2-a5d5-8431dae63298,8888,2022-07-26T11:20:00.511679Z
,,www.amazon.com,?psc=1&pd_rd_i=B01J7Q7DAC&pd_rd_w=ABHgc&content-id=amzn1.sym.3481f441-61ac-4028-9c1a-7f9ce8ec50c5&pf_rd_p=3481f441-61ac-4028-9c1a-7f9ce8ec50c5&pf_rd_r=QSGJJ6ZA8BZCZ96W8ENH&pd_rd_wg=rRj0g&pd_rd_r=359fdcfe-c2c4-43b2-8e54-0d3c82d97f28&s=apparel&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyNDhMT1pLUlVJWDNKJmVuY3J5cHRlZElkPUEwMzYwMzM4MjBFUFFWVkdEV1JUQyZlbmNyeXB0ZWRBZElkPUEwNjU2OTQ0MUJaWThMN0hJNFBISCZ3aWRnZXROYW1lPXNwX2RldGFpbF90aGVtYXRpYyZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,https://www.amazon.com/dp/B01J7Q7DAC/ref=sspa_dk_detail_2?psc=1&pd_rd_i=B01J7Q7DAC&pd_rd_w=ABHgc&content-id=amzn1.sym.3481f441-61ac-4028-9c1a-7f9ce8ec50c5&pf_rd_p=3481f441-61ac-4028-9c1a-7f9ce8ec50c5&pf_rd_r=QSGJJ6ZA8BZCZ96W8ENH&pd_rd_wg=rRj0g&pd_rd_r=359fdcfe-c2c4-43b2-8e54-0d3c82d97f28&s=apparel&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyNDhMT1pLUlVJWDNKJmVuY3J5cHRlZElkPUEwMzYwMzM4MjBFUFFWVkdEV1JUQyZlbmNyeXB0ZWRBZElkPUEwNjU2OTQ0MUJaWThMN0hJNFBISCZ3aWRnZXROYW1lPXNwX2RldGFpbF90aGVtYXRpYyZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,4.174,null,null,null,null,null,null,Windows,Chrome,null,2022-07-26,2022-07-26T11:14:05.252+0000,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=sspa_dk_detail_2?ie=UTF8&adId=A06569441BZY8L7HI4PHH&qualifier=1658834036&id=5895770979448537&widgetName=sp_detail_thematic&url=%2Fdp%2FB01J7Q7DAC%2Fref%3Dsspa_dk_detail_2%3Fpsc%3D1%26pd_rd_i%3DB01J7Q7DAC%26pd_rd_w%3DABHgc%26content-id%3Damzn1.sym.3481f441-61ac-4028-9c1a-7f9ce8ec50c5%26pf_rd_p%3D3481f441-61ac-4028-9c1a-7f9ce8ec50c5%26pf_rd_r%3DQSGJJ6ZA8BZCZ96W8ENH%26pd_rd_wg%3DrRj0g%26pd_rd_r%3D359fdcfe-c2c4-43b2-8e54-0d3c82d97f28%26s%3Dapparel&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM,Windows,10,41d88096-cb5f-4c6e-9c55-485557cea494_42364_ZGUxNWFhODItYjQxYi00NzgyLWI0NmYtZDBmNDM0MzFkMDBk,42364,BEHAVIOUR_TRACKING,null,Browser screen recording,https://test.o360.online/downloads/41d88096-cb5f-4c6e-9c55-485557cea494_42364_ZGUxNWFhODItYjQxYi00NzgyLWI0NmYtZDBmNDM0MzFkMDBk/videos/26-07-2022-11:15:19:875.mp4,,,,https://test.o360.online/downloads/41d88096-cb5f-4c6e-9c55-485557cea494_42364_ZGUxNWFhODItYjQxYi00NzgyLWI0NmYtZDBmNDM0MzFkMDBk/26-07-2022-11:15:20:738.html,e05978cb-d768-4bf2-a5d5-8431dae63298,8888,2022-07-26T11:20:00.512162Z
alex,alexa,www.amazon.com,?psc=1&pd_rd_i=B09RF1BZRM&pd_rd_w=l5OvD&content-id=amzn1.sym.37ad3f81-aeff-4fe7-accb-8665976bb5fc&pf_rd_p=37ad3f81-aeff-4fe7-accb-8665976bb5fc&pf_rd_r=01JHWN0VHXAMF9AZ9B8G&pd_rd_wg=4var0&pd_rd_r=8491a8b6-9919-4379-aab4-f6e6e9e16336&s=apparel&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzMTRJNFpEQzJWOUpWJmVuY3J5cHRlZElkPUEwMzk5MTA0MVo5OFgwS1lLTk43VSZlbmNyeXB0ZWRBZElkPUEwNjk1NjM2MjlZSTg3TzFMREJSOCZ3aWRnZXROYW1lPXNwX2RldGFpbF90aGVtYXRpYyZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,https://www.amazon.com/dp/B09RF1BZRM/ref=sspa_dk_detail_1?psc=1&pd_rd_i=B09RF1BZRM&pd_rd_w=l5OvD&content-id=amzn1.sym.37ad3f81-aeff-4fe7-accb-8665976bb5fc&pf_rd_p=37ad3f81-aeff-4fe7-accb-8665976bb5fc&pf_rd_r=01JHWN0VHXAMF9AZ9B8G&pd_rd_wg=4var0&pd_rd_r=8491a8b6-9919-4379-aab4-f6e6e9e16336&s=apparel&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzMTRJNFpEQzJWOUpWJmVuY3J5cHRlZElkPUEwMzk5MTA0MVo5OFgwS1lLTk43VSZlbmNyeXB0ZWRBZElkPUEwNjk1NjM2MjlZSTg3TzFMREJSOCZ3aWRnZXROYW1lPXNwX2RldGFpbF90aGVtYXRpYyZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,0,null,null,null,null,null,null,Windows,Chrome,null,2022-07-26,2022-07-26T11:14:12.212+0000,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=sspa_dk_detail_1?ie=UTF8&adId=A069563629YI87O1LDBR8&qualifier=1658834041&id=5171413267275354&widgetName=sp_detail_thematic&url=%2Fdp%2FB09RF1BZRM%2Fref%3Dsspa_dk_detail_1%3Fpsc%3D1%26pd_rd_i%3DB09RF1BZRM%26pd_rd_w%3Dl5OvD%26content-id%3Damzn1.sym.37ad3f81-aeff-4fe7-accb-8665976bb5fc%26pf_rd_p%3D37ad3f81-aeff-4fe7-accb-8665976bb5fc%26pf_rd_r%3D01JHWN0VHXAMF9AZ9B8G%26pd_rd_wg%3D4var0%26pd_rd_r%3D8491a8b6-9919-4379-aab4-f6e6e9e16336%26s%3Dapparel&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM,Windows,10,41d88096-cb5f-4c6e-9c55-485557cea494_42364_ZGUxNWFhODItYjQxYi00NzgyLWI0NmYtZDBmNDM0MzFkMDBk,42364,BEHAVIOUR_TRACKING,null,Browser screen recording,https://test.o360.online/downloads/41d88096-cb5f-4c6e-9c55-485557cea494_42364_ZGUxNWFhODItYjQxYi00NzgyLWI0NmYtZDBmNDM0MzFkMDBk/videos/26-07-2022-11:15:19:875.mp4,,,,https://test.o360.online/downloads/41d88096-cb5f-4c6e-9c55-485557cea494_42364_ZGUxNWFhODItYjQxYi00NzgyLWI0NmYtZDBmNDM0MzFkMDBk/26-07-2022-11:15:20:912.html,e05978cb-d768-4bf2-a5d5-8431dae63298,8888,2022-07-26T11:20:00.512698Z
,,www.amazon.com,?k=alexa&sprefix=alex%2Caps%2C320&ref=nb_sb_ss_retrain-deeppltr_1_4,https://www.amazon.com/s?k=alexa&sprefix=alex%2Caps%2C320&ref=nb_sb_ss_retrain-deeppltr_1_4,0.543,null,null,null,null,null,null,Windows,Chrome,null,2022-07-26,2022-07-26T11:14:16.497+0000,https://www.amazon.com/dp/B09RF1BZRM/ref=sspa_dk_detail_1?psc=1&pd_rd_i=B09RF1BZRM&pd_rd_w=l5OvD&content-id=amzn1.sym.37ad3f81-aeff-4fe7-accb-8665976bb5fc&pf_rd_p=37ad3f81-aeff-4fe7-accb-8665976bb5fc&pf_rd_r=01JHWN0VHXAMF9AZ9B8G&pd_rd_wg=4var0&pd_rd_r=8491a8b6-9919-4379-aab4-f6e6e9e16336&s=apparel&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzMTRJNFpEQzJWOUpWJmVuY3J5cHRlZElkPUEwMzk5MTA0MVo5OFgwS1lLTk43VSZlbmNyeXB0ZWRBZElkPUEwNjk1NjM2MjlZSTg3TzFMREJSOCZ3aWRnZXROYW1lPXNwX2RldGFpbF90aGVtYXRpYyZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,Windows,10,41d88096-cb5f-4c6e-9c55-485557cea494_42364_ZGUxNWFhODItYjQxYi00NzgyLWI0NmYtZDBmNDM0MzFkMDBk,42364,BEHAVIOUR_TRACKING,null,Browser screen recording,https://test.o360.online/downloads/41d88096-cb5f-4c6e-9c55-485557cea494_42364_ZGUxNWFhODItYjQxYi00NzgyLWI0NmYtZDBmNDM0MzFkMDBk/videos/26-07-2022-11:15:19:875.mp4,,,,https://test.o360.online/downloads/41d88096-cb5f-4c6e-9c55-485557cea494_42364_ZGUxNWFhODItYjQxYi00NzgyLWI0NmYtZDBmNDM0MzFkMDBk/26-07-2022-11:15:21:029.html,e05978cb-d768-4bf2-a5d5-8431dae63298,8888,2022-07-26T11:20:00.513136Z
,,www.amazon.com,?ref_=nav_cs_primelink_nonmember,https://www.amazon.com/amazonprime?ref_=nav_cs_primelink_nonmember,5.224,null,null,null,null,null,null,Windows,Chrome,null,2022-07-26,2022-07-26T11:14:37.749+0000,https://www.amazon.com/prime?ref_=nav_cs_primelink_nonmember,Windows,10,41d88096-cb5f-4c6e-9c55-485557cea494_42364_ZGUxNWFhODItYjQxYi00NzgyLWI0NmYtZDBmNDM0MzFkMDBk,42364,BEHAVIOUR_TRACKING,null,Browser screen recording,https://test.o360.online/downloads/41d88096-cb5f-4c6e-9c55-485557cea494_42364_ZGUxNWFhODItYjQxYi00NzgyLWI0NmYtZDBmNDM0MzFkMDBk/videos/26-07-2022-11:15:19:875.mp4,,,,https://test.o360.online/downloads/41d88096-cb5f-4c6e-9c55-485557cea494_42364_ZGUxNWFhODItYjQxYi00NzgyLWI0NmYtZDBmNDM0MzFkMDBk/26-07-2022-11:15:21:231.html,e05978cb-d768-4bf2-a5d5-8431dae63298,8888,2022-07-26T11:20:00.513686Z
iphonwe,iphonwe,www.amazon.com,?ref_=nav_cs_primelink_nonmember,https://www.amazon.com/amazonprime?ref_=nav_cs_primelink_nonmember,0,null,null,null,null,null,null,Windows,Chrome,null,2022-07-26,2022-07-26T11:14:42.147+0000,null,Windows,10,41d88096-cb5f-4c6e-9c55-485557cea494_42364_ZGUxNWFhODItYjQxYi00NzgyLWI0NmYtZDBmNDM0MzFkMDBk,42364,BEHAVIOUR_TRACKING,null,Browser screen recording,https://test.o360.online/downloads/41d88096-cb5f-4c6e-9c55-485557cea494_42364_ZGUxNWFhODItYjQxYi00NzgyLWI0NmYtZDBmNDM0MzFkMDBk/videos/26-07-2022-11:15:19:875.mp4,,,,https://test.o360.online/downloads/41d88096-cb5f-4c6e-9c55-485557cea494_42364_ZGUxNWFhODItYjQxYi00NzgyLWI0NmYtZDBmNDM0MzFkMDBk/26-07-2022-11:15:21:318.html,e05978cb-d768-4bf2-a5d5-8431dae63298,8888,2022-07-26T11:20:00.514137Z
